Canal,Trozo_1,Trozo_2,Trozo_3,Trozo_4,Trozo_5,Trozo_6,Trozo_7,Trozo_8,Trozo_9,Trozo_10,Trozo_11,Trozo_12
N01,1.85481E+12,4.75725E+12,8.69368E+12,1.22532E+13,1.45596E+13,1.56049E+13,1.55779E+13,1.44974E+13,1.21843E+13,8.6431E+12,4.73204E+12,1.84384E+12
N02,3.11965E+12,7.81604E+12,1.31746E+13,1.76403E+13,2.06615E+13,2.20593E+13,2.2019E+13,2.05609E+13,1.74908E+13,1.29811E+13,7.65709E+12,3.05681E+12
N03,4.07894E+12,1.0047E+13,1.6345E+13,2.14384E+13,2.49254E+13,2.65499E+13,2.64929E+13,2.47952E+13,2.1307E+13,1.62818E+13,1.00223E+13,4.05922E+12
N04,4.87445E+12,1.18919E+13,1.87965E+13,2.40955E+13,2.77379E+13,2.95057E+13,2.94252E+13,2.7553E+13,2.38749E+13,1.85533E+13,1.1707E+13,4.80745E+12
N05,5.3601E+12,1.29232E+13,2.01425E+13,2.57002E+13,2.87167E+13,3.05095E+13,3.03928E+13,2.84613E+13,2.55132E+13,2.01555E+13,1.30033E+13,5.38344E+12
N06,5.80391E+12,1.39146E+13,2.12519E+13,2.6373E+13,2.87557E+13,3.03338E+13,3.01549E+13,2.83142E+13,2.59173E+13,2.08051E+13,1.35661E+13,5.66782E+12
N07,5.96782E+12,1.42008E+13,2.15123E+13,2.5965E+13,2.77368E+13,2.9009E+13,2.87538E+13,2.70123E+13,2.55439E+13,2.14819E+13,1.42741E+13,5.98134E+12
N08,6.20914E+12,1.47477E+13,2.20246E+13,2.59532E+13,2.7087E+13,2.81923E+13,2.79375E+13,2.63463E+13,2.5337E+13,2.14713E+13,1.43081E+13,6.03412E+12
N09,6.19374E+12,1.46008E+13,2.16669E+13,2.54948E+13,2.66708E+13,2.79805E+13,2.78031E+13,2.62617E+13,2.52213E+13,2.16815E+13,1.46957E+13,6.21322E+12
N10,6.31909E+12,1.48419E+13,2.1462E+13,2.47501E+13,2.64633E+13,2.80714E+13,2.79598E+13,2.62068E+13,2.43928E+13,2.09842E+13,1.44292E+13,6.15558E+12
N11,6.2388E+12,1.45133E+13,2.02941E+13,2.22739E+13,2.65075E+13,2.84869E+13,2.84164E+13,2.63577E+13,2.21802E+13,2.03735E+13,1.46221E+13,6.25682E+12
N12,6.30155E+12,1.47152E+13,2.04737E+13,2.22569E+13,2.64123E+13,2.83985E+13,2.83492E+13,2.62964E+13,2.20554E+13,2.00855E+13,1.43565E+13,6.16879E+12
N13,6.1776E+12,1.44643E+13,2.09922E+13,2.43611E+13,2.61326E+13,2.78015E+13,2.77679E+13,2.60637E+13,2.43494E+13,2.11321E+13,1.46184E+13,6.2231E+12
N14,6.21429E+12,1.46774E+13,2.16043E+13,2.50877E+13,2.60736E+13,2.75129E+13,2.74868E+13,2.59961E+13,2.48885E+13,2.12219E+13,1.43173E+13,6.07415E+12
N15,6.02024E+12,1.42486E+13,2.13269E+13,2.51199E+13,2.60678E+13,2.75395E+13,2.75131E+13,2.60138E+13,2.51253E+13,2.14844E+13,1.4415E+13,6.07084E+12
N16,5.95342E+12,1.41838E+13,2.1291E+13,2.52665E+13,2.66602E+13,2.82741E+13,2.82469E+13,2.65851E+13,2.50775E+13,2.093E+13,1.38426E+13,5.81889E+12
N17,5.63295E+12,1.34612E+13,2.05911E+13,2.55981E+13,2.79069E+13,2.96229E+13,2.95951E+13,2.78466E+13,2.55721E+13,2.06749E+13,1.35535E+13,5.65419E+12
N18,5.34283E+12,1.28886E+13,1.99301E+13,2.51781E+13,2.80319E+13,2.98496E+13,2.98224E+13,2.79544E+13,2.49962E+13,1.96043E+13,1.25811E+13,5.21801E+12
N19,4.76744E+12,1.15962E+13,1.8336E+13,2.35491E+13,2.71276E+13,2.88997E+13,2.88742E+13,2.70662E+13,2.34807E+13,1.83088E+13,1.15788E+13,4.74516E+12
N20,4.02274E+12,9.92239E+12,1.60849E+13,2.10097E+13,2.44075E+13,2.60214E+13,2.59991E+13,2.43511E+13,2.09147E+13,1.59288E+13,9.78257E+12,3.97024E+12
N21,3.02844E+12,7.57911E+12,1.2822E+13,1.72432E+13,2.02371E+13,2.16286E+13,2.16107E+13,2.01999E+13,1.72213E+13,1.28441E+13,7.6112E+12,3.03675E+12
N22,1.82641E+12,4.68437E+12,8.53899E+12,1.20113E+13,1.42688E+13,1.53031E+13,1.529E+13,1.42384E+13,1.19653E+13,8.47372E+12,4.6307E+12,1.805E+12
O01,1.56876E+12,4.03332E+12,7.50451E+12,1.0746E+13,1.28335E+13,1.37775E+13,1.3745E+13,1.27612E+13,1.06412E+13,7.38392E+12,3.94012E+12,1.52789E+12
O02,2.8275E+12,7.0893E+12,1.20801E+13,1.63691E+13,1.92993E+13,2.06505E+13,2.06004E+13,1.91978E+13,1.62653E+13,1.20198E+13,7.06132E+12,2.81061E+12
O03,3.85886E+12,9.52763E+12,1.54923E+13,2.0355E+13,2.38088E+13,2.54348E+13,2.5367E+13,2.36659E+13,2.01723E+13,1.52757E+13,9.35648E+12,3.79348E+12
O04,4.64728E+12,1.13123E+13,1.7891E+13,2.31189E+13,2.69911E+13,2.88498E+13,2.876E+13,2.68113E+13,2.29541E+13,1.78212E+13,1.12919E+13,4.62841E+12
O05,5.25909E+12,1.27036E+13,1.96168E+13,2.49698E+13,2.86519E+13,3.06168E+13,3.04962E+13,2.84021E+13,2.47121E+13,1.93651E+13,1.25238E+13,5.19895E+12
O06,5.60329E+12,1.34092E+13,2.04905E+13,2.57314E+13,2.90018E+13,3.081E+13,3.06443E+13,2.86432E+13,2.54977E+13,2.05067E+13,1.35025E+13,5.63146E+12
O07,5.94973E+12,1.42081E+13,2.14322E+13,2.59108E+13,2.8167E+13,2.9662E+13,2.94424E+13,2.75785E+13,2.54033E+13,2.09629E+13,1.38377E+13,5.8038E+12
O08,6.03736E+12,1.43367E+13,2.16248E+13,2.59357E+13,2.75535E+13,2.88404E+13,2.86219E+13,2.69883E+13,2.56065E+13,2.16271E+13,1.44255E+13,6.0567E+12
O09,6.22565E+12,1.47616E+13,2.19501E+13,2.58092E+13,2.70008E+13,2.83536E+13,2.81905E+13,2.66362E+13,2.53863E+13,2.14529E+13,1.43459E+13,6.06135E+12
O10,6.17457E+12,1.45343E+13,2.14585E+13,2.52652E+13,2.67241E+13,2.82277E+13,2.81141E+13,2.65067E+13,2.51238E+13,2.15194E+13,1.46455E+13,6.20195E+12
O11,6.27524E+12,1.47528E+13,2.14343E+13,2.51356E+13,2.68154E+13,2.84297E+13,2.83482E+13,2.66446E+13,2.48595E+13,2.10078E+13,1.43718E+13,6.12697E+12
O12,6.17339E+12,1.44693E+13,2.11196E+13,2.49605E+13,2.67152E+13,2.83509E+13,2.82864E+13,2.66049E+13,2.49066E+13,2.12247E+13,1.45964E+13,6.20551E+12
O13,6.22658E+12,1.46882E+13,2.15419E+13,2.51138E+13,2.64588E+13,2.79881E+13,2.79369E+13,2.63517E+13,2.48906E+13,2.11446E+13,1.4319E+13,6.08142E+12
O14,6.06814E+12,1.43425E+13,2.14003E+13,2.52816E+13,2.64821E+13,2.79429E+13,2.7898E+13,2.64044E+13,2.52621E+13,2.15322E+13,1.44889E+13,6.11016E+12
O15,6.04727E+12,1.43819E+13,2.15108E+13,2.54243E+13,2.67478E+13,2.82719E+13,2.82249E+13,2.66492E+13,2.52121E+13,2.11254E+13,1.40209E+13,5.90464E+12
O16,5.7843E+12,1.37684E+13,2.08059E+13,2.51652E+13,2.72681E+13,2.90133E+13,2.89651E+13,2.71854E+13,2.51285E+13,2.08918E+13,1.38669E+13,5.8074E+12
O17,5.60269E+12,1.34151E+13,2.03249E+13,2.5222E+13,2.82802E+13,3.0162E+13,3.01125E+13,2.81729E+13,2.50061E+13,1.99539E+13,1.30662E+13,5.45988E+12
O18,5.16699E+12,1.24313E+13,1.91767E+13,2.44232E+13,2.80198E+13,3.00018E+13,2.99532E+13,2.79246E+13,2.4311E+13,1.91052E+13,1.23725E+13,5.12134E+12
O19,4.59571E+12,1.12001E+13,1.76371E+13,2.26735E+13,2.64376E+13,2.82875E+13,2.82426E+13,2.63471E+13,2.25364E+13,1.74279E+13,1.1013E+13,4.52307E+12
O20,3.76483E+12,9.27643E+12,1.51123E+13,1.99184E+13,2.33293E+13,2.49476E+13,2.49087E+13,2.32588E+13,1.98561E+13,1.50958E+13,9.27516E+12,3.75529E+12
O21,2.78788E+12,6.99825E+12,1.18882E+13,1.60565E+13,1.89208E+13,2.02585E+13,2.02276E+13,1.88619E+13,1.59747E+13,1.17717E+13,6.89983E+12,2.75082E+12
O22,1.5155E+12,3.90586E+12,7.30523E+12,1.05031E+13,1.25754E+13,1.35163E+13,1.34962E+13,1.25448E+13,1.04886E+13,7.31015E+12,3.92415E+12,1.52616E+12
P02,2.38308E+12,5.99278E+12,1.02843E+13,1.40674E+13,1.67099E+13,1.7932E+13,1.78682E+13,1.65939E+13,1.39238E+13,1.01195E+13,5.86429E+12,2.33123E+12
P03,3.45016E+12,8.50697E+12,1.38889E+13,1.84484E+13,2.18553E+13,2.34641E+13,2.33784E+13,2.17055E+13,1.83091E+13,1.38101E+13,8.46979E+12,3.42777E+12
P04,4.327E+12,1.0535E+13,1.64781E+13,2.12288E+13,2.53511E+13,2.73236E+13,2.72167E+13,2.51587E+13,2.10186E+13,1.62456E+13,1.03563E+13,4.26042E+12
P05,4.95692E+12,1.18977E+13,1.7867E+13,2.19207E+13,2.7386E+13,2.96993E+13,2.95685E+13,2.71548E+13,2.17355E+13,1.77934E+13,1.18746E+13,4.93134E+12
P06,5.43536E+12,1.30118E+13,1.92928E+13,2.32117E+13,2.83756E+13,3.06112E+13,3.04532E+13,2.80802E+13,2.29468E+13,1.9021E+13,1.28105E+13,5.36873E+12
P07,5.67893E+12,1.3539E+13,2.04394E+13,2.50819E+13,2.82454E+13,3.00817E+13,2.9902E+13,2.78955E+13,2.48649E+13,2.04543E+13,1.3624E+13,5.70251E+12
P08,5.96284E+12,1.42232E+13,2.14089E+13,2.58033E+13,2.79384E+13,2.94554E+13,2.92769E+13,2.75738E+13,2.541E+13,2.09627E+13,1.38551E+13,5.81759E+12
P09,5.99854E+12,1.42339E+13,2.14231E+13,2.56542E+13,2.71973E+13,2.86748E+13,2.85213E+13,2.69305E+13,2.54884E+13,2.14715E+13,1.43395E+13,6.02536E+12
P10,6.14832E+12,1.4569E+13,2.16209E+13,2.54925E+13,2.68372E+13,2.83238E+13,2.81996E+13,2.66155E+13,2.51833E+13,2.11809E+13,1.41836E+13,5.99589E+12
P11,6.07704E+12,1.43207E+13,2.12746E+13,2.55044E+13,2.66971E+13,2.82365E+13,2.81349E+13,2.65391E+13,2.54201E+13,2.13636E+13,1.44413E+13,6.10759E+12
P12,6.15435E+12,1.45404E+13,2.14795E+13,2.55311E+13,2.66325E+13,2.81694E+13,2.80796E+13,2.6484E+13,2.52839E+13,2.10728E+13,1.41697E+13,6.00945E+12
P13,6.02374E+12,1.42354E+13,2.122E+13,2.51958E+13,2.66053E+13,2.81212E+13,2.80416E+13,2.64935E+13,2.51536E+13,2.13294E+13,1.43643E+13,6.05938E+12
P14,6.03604E+12,1.43486E+13,2.14423E+13,2.54163E+13,2.68255E+13,2.8335E+13,2.82598E+13,2.66979E+13,2.51874E+13,2.10468E+13,1.39817E+13,5.89063E+12
P15,5.8158E+12,1.38326E+13,2.08826E+13,2.52712E+13,2.73896E+13,2.89967E+13,2.89181E+13,2.7277E+13,2.52207E+13,2.09633E+13,1.39307E+13,5.83916E+12
P16,5.68958E+12,1.3576E+13,2.03373E+13,2.46799E+13,2.76496E+13,2.95497E+13,2.94688E+13,2.7514E+13,2.44541E+13,1.99616E+13,1.32254E+13,5.54655E+12
P17,5.34987E+12,1.27499E+13,1.88891E+13,2.27443E+13,2.77927E+13,3.00534E+13,2.99714E+13,2.76638E+13,2.26215E+13,1.88166E+13,1.26913E+13,5.30065E+12
P18,4.90861E+12,1.18071E+13,1.76542E+13,2.15235E+13,2.68523E+13,2.91575E+13,2.90782E+13,2.67228E+13,2.13681E+13,1.74113E+13,1.15903E+13,4.82772E+12
P19,4.2381E+12,1.02914E+13,1.61096E+13,2.08029E+13,2.48643E+13,2.6826E+13,2.67532E+13,2.4749E+13,2.06989E+13,1.60531E+13,1.02565E+13,4.2114E+12
P20,3.4075E+12,8.41211E+12,1.36887E+13,1.81148E+13,2.14441E+13,2.30368E+13,2.2974E+13,2.13409E+13,1.79908E+13,1.35275E+13,8.27766E+12,3.35589E+12
P21,2.31664E+12,5.82282E+12,1.00283E+13,1.37716E+13,1.639E+13,1.76044E+13,1.75557E+13,1.63177E+13,1.37197E+13,1.00152E+13,5.82981E+12,2.31757E+12
Q02,1.80834E+12,4.57512E+12,8.09162E+12,1.1372E+13,1.36911E+13,1.47435E+13,1.46618E+13,1.35738E+13,1.12823E+13,8.04643E+12,4.56713E+12,1.80683E+12
Q03,2.94638E+12,7.28837E+12,1.19476E+13,1.60121E+13,1.92151E+13,2.07276E+13,2.0619E+13,1.90426E+13,1.58382E+13,1.17715E+13,7.16288E+12,2.89966E+12
Q04,3.83177E+12,9.30083E+12,1.44834E+13,1.87808E+13,2.29723E+13,2.49582E+13,2.48276E+13,2.27657E+13,1.86045E+13,1.43777E+13,9.24578E+12,3.80054E+12
Q05,4.5548E+12,1.09368E+13,1.60019E+13,1.89904E+13,2.53524E+13,2.78398E+13,2.76893E+13,2.51128E+13,1.87769E+13,1.5741E+13,1.07308E+13,4.48239E+12
Q06,5.06756E+12,1.20638E+13,1.75544E+13,2.06924E+13,2.69462E+13,2.94314E+13,2.92644E+13,2.66798E+13,2.04834E+13,1.74363E+13,1.19919E+13,5.01571E+12
Q07,5.46286E+12,1.30536E+13,1.95497E+13,2.40001E+13,2.76038E+13,2.96372E+13,2.94627E+13,2.731E+13,2.36685E+13,1.91385E+13,1.27045E+13,5.3213E+12
Q08,5.63047E+12,1.34367E+13,2.04029E+13,2.50952E+13,2.77713E+13,2.94763E+13,2.93034E+13,2.75047E+13,2.49383E+13,2.04297E+13,1.35175E+13,5.65124E+12
Q09,5.86193E+12,1.39858E+13,2.10587E+13,2.53616E+13,2.72467E+13,2.88529E+13,2.86912E+13,2.69941E+13,2.50605E+13,2.06524E+13,1.36362E+13,5.7247E+12
Q10,5.85904E+12,1.38988E+13,2.08647E+13,2.51101E+13,2.69162E+13,2.85228E+13,2.83779E+13,2.6715E+13,2.50113E+13,2.09361E+13,1.40076E+13,5.88866E+12
Q11,5.97381E+12,1.41611E+13,2.10501E+13,2.53036E+13,2.67461E+13,2.83784E+13,2.82491E+13,2.65531E+13,2.50458E+13,2.06546E+13,1.38061E+13,5.83476E+12
Q12,5.88113E+12,1.39048E+13,2.07714E+13,2.51613E+13,2.66761E+13,2.83222E+13,2.82005E+13,2.6522E+13,2.50963E+13,2.08608E+13,1.40173E+13,5.90932E+12
Q13,5.91817E+12,1.40649E+13,2.0986E+13,2.50424E+13,2.67491E+13,2.83536E+13,2.82398E+13,2.65868E+13,2.4807E+13,2.06006E+13,1.37102E+13,5.77649E+12
Q14,5.7405E+12,1.36596E+13,2.06483E+13,2.50214E+13,2.69471E+13,2.85746E+13,2.84634E+13,2.68039E+13,2.49597E+13,2.07226E+13,1.37537E+13,5.76213E+12
Q15,5.6551E+12,1.35122E+13,2.03817E+13,2.48438E+13,2.73909E+13,2.91065E+13,2.89904E+13,2.72232E+13,2.46126E+13,2.00126E+13,1.31727E+13,5.51773E+12
Q16,5.31798E+12,1.26825E+13,1.90666E+13,2.35409E+13,2.71463E+13,2.92045E+13,2.90862E+13,2.69952E+13,2.34802E+13,1.91292E+13,1.27673E+13,5.34121E+12
Q17,5.00646E+12,1.19579E+13,1.73541E+13,2.03511E+13,2.6486E+13,2.89667E+13,2.88473E+13,2.63217E+13,2.02107E+13,1.71398E+13,1.17732E+13,4.94397E+12
Q18,4.47125E+12,1.06941E+13,1.56583E+13,1.86426E+13,2.49096E+13,2.73819E+13,2.72672E+13,2.47485E+13,1.85241E+13,1.55986E+13,1.06568E+13,4.43708E+12
Q19,3.78855E+12,9.2091E+12,1.42967E+13,1.84665E+13,2.25707E+13,2.45374E+13,2.44319E+13,2.24136E+13,1.8305E+13,1.41014E+13,9.0506E+12,3.72765E+12
Q20,2.88945E+12,7.13215E+12,1.1702E+13,1.57162E+13,1.88738E+13,2.03718E+13,2.02805E+13,1.87397E+13,1.55989E+13,1.16248E+13,7.08727E+12,2.86446E+12
Q21,1.79886E+12,4.54483E+12,7.99589E+12,1.11902E+13,1.34506E+13,1.44864E+13,1.44151E+13,1.33466E+13,1.10766E+13,7.86881E+12,4.4455E+12,1.75676E+12
R03,2.23764E+12,5.5523E+12,9.29252E+12,1.27216E+13,1.54672E+13,1.67632E+13,1.6659E+13,1.52976E+13,1.25601E+13,9.19265E+12,5.51232E+12,2.22025E+12
R04,3.24542E+12,7.91302E+12,1.23856E+13,1.61698E+13,2.00344E+13,2.18788E+13,2.17515E+13,1.98183E+13,1.59363E+13,1.21526E+13,7.7494E+12,3.1832E+12
R05,3.99142E+12,9.56701E+12,1.403E+13,1.67733E+13,2.28469E+13,2.52405E+13,2.50983E+13,2.26167E+13,1.65753E+13,1.38948E+13,9.48361E+12,3.94099E+12
R06,4.59729E+12,1.10096E+13,1.60386E+13,1.89638E+13,2.50823E+13,2.7541E+13,2.73888E+13,2.48403E+13,1.87395E+13,1.57556E+13,1.07815E+13,4.51426E+12
R07,5.01426E+12,1.2003E+13,1.81724E+13,2.27258E+13,2.66334E+13,2.87274E+13,2.85711E+13,2.63944E+13,2.2534E+13,1.80756E+13,1.19547E+13,4.97892E+12
R08,5.3419E+12,1.28347E+13,1.9592E+13,2.43541E+13,2.74488E+13,2.92631E+13,2.91087E+13,2.72152E+13,2.41273E+13,1.93287E+13,1.26262E+13,5.26731E+12
R09,5.4596E+12,1.30582E+13,1.99396E+13,2.46708E+13,2.73367E+13,2.9089E+13,2.89416E+13,2.71353E+13,2.45806E+13,2.00171E+13,1.31757E+13,5.49805E+12
R10,5.64342E+12,1.3461E+13,2.02021E+13,2.45683E+13,2.71886E+13,2.89874E+13,2.88509E+13,2.69862E+13,2.43202E+13,1.98418E+13,1.31416E+13,5.51664E+12
R11,5.61182E+12,1.33012E+13,1.9803E+13,2.41331E+13,2.69739E+13,2.89112E+13,2.87864E+13,2.68083E+13,2.4059E+13,1.98737E+13,1.33964E+13,5.63468E+12
R12,5.67939E+12,1.34923E+13,1.99858E+13,2.41687E+13,2.69326E+13,2.88635E+13,2.87436E+13,2.67634E+13,2.39457E+13,1.96296E+13,1.31675E+13,5.55172E+12
R13,5.54755E+12,1.32037E+13,1.9901E+13,2.43619E+13,2.70339E+13,2.88436E+13,2.87298E+13,2.68894E+13,2.42986E+13,1.9964E+13,1.32877E+13,5.5675E+12
R14,5.51683E+12,1.32084E+13,2.00305E+13,2.45651E+13,2.7115E+13,2.88561E+13,2.87434E+13,2.69477E+13,2.43215E+13,1.96425E+13,1.28501E+13,5.36968E+12
R15,5.27766E+12,1.26389E+13,1.93118E+13,2.40707E+13,2.71416E+13,2.89576E+13,2.88384E+13,2.69784E+13,2.39383E+13,1.92457E+13,1.25958E+13,5.23992E+12
R16,4.98283E+12,1.19534E+13,1.80417E+13,2.24559E+13,2.62841E+13,2.83712E+13,2.82495E+13,2.61127E+13,2.22791E+13,1.78011E+13,1.17469E+13,4.905E+12
R17,4.51545E+12,1.07755E+13,1.57225E+13,1.86657E+13,2.47127E+13,2.71601E+13,2.7039E+13,2.45432E+13,1.85448E+13,1.56685E+13,1.07487E+13,4.48691E+12
R18,3.94038E+12,9.47616E+12,1.38695E+13,1.65152E+13,2.24911E+13,2.48656E+13,2.47488E+13,2.23162E+13,1.63548E+13,1.36655E+13,9.31743E+12,3.88663E+12
R19,3.18273E+12,7.74407E+12,1.21367E+13,1.58882E+13,1.97075E+13,2.15378E+13,2.143E+13,1.9538E+13,1.57289E+13,1.20352E+13,7.69288E+12,3.15529E+12
R20,2.2185E+12,5.50664E+12,9.18186E+12,1.25245E+13,1.52129E+13,1.64933E+13,1.6402E+13,1.50658E+13,1.23585E+13,9.01578E+12,5.39008E+12,2.17249E+12
S03,1.54908E+12,3.88484E+12,6.82317E+12,9.67335E+12,1.18614E+13,1.28921E+13,1.28153E+13,1.16899E+13,9.4347E+12,6.63438E+12,3.78355E+12,1.50849E+12
S04,2.52306E+12,6.19003E+12,9.978E+12,1.33228E+13,1.65697E+13,1.81195E+13,1.80213E+13,1.63538E+13,1.30371E+13,9.77074E+12,6.08319E+12,2.47492E+12
S05,3.3245E+12,8.05699E+12,1.20926E+13,1.46907E+13,1.9847E+13,2.19033E+13,2.17964E+13,1.96298E+13,1.44321E+13,1.18111E+13,7.85814E+12,3.25146E+12
S06,3.95472E+12,9.51118E+12,1.42095E+13,1.723E+13,2.26249E+13,2.48099E+13,2.47E+13,2.24214E+13,1.70286E+13,1.4064E+13,9.42066E+12,3.90224E+12
S07,4.47179E+12,1.08023E+13,1.66099E+13,2.10693E+13,2.49258E+13,2.6878E+13,2.67683E+13,2.47287E+13,2.08379E+13,1.6336E+13,1.05835E+13,4.38719E+12
S08,4.80937E+12,1.15978E+13,1.80061E+13,2.29075E+13,2.63849E+13,2.81975E+13,2.809E+13,2.62073E+13,2.27549E+13,1.79415E+13,1.1575E+13,4.78698E+12
S09,5.07613E+12,1.22322E+13,1.88134E+13,2.3654E+13,2.70401E+13,2.88645E+13,2.87592E+13,2.68683E+13,2.34604E+13,1.8567E+13,1.20287E+13,5.00105E+12
S10,5.18563E+12,1.23915E+13,1.87272E+13,2.33054E+13,2.71437E+13,2.91624E+13,2.90651E+13,2.6992E+13,2.31864E+13,1.86909E+13,1.23829E+13,5.16635E+12
S11,5.27111E+12,1.25535E+13,1.81802E+13,2.11138E+13,2.68529E+13,2.92201E+13,2.91324E+13,2.67128E+13,2.09676E+13,1.79473E+13,1.23498E+13,5.20151E+12
S12,5.24365E+12,1.24406E+13,1.80503E+13,2.10564E+13,2.68076E+13,2.91789E+13,2.90949E+13,2.66833E+13,2.09596E+13,1.80263E+13,1.24311E+13,5.21632E+12
S13,5.19678E+12,1.24456E+13,1.87525E+13,2.32292E+13,2.70213E+13,2.90377E+13,2.89593E+13,2.68964E+13,2.30705E+13,1.85165E+13,1.22366E+13,5.11771E+12
S14,5.02244E+12,1.20695E+13,1.85956E+13,2.346E+13,2.68417E+13,2.86663E+13,2.85889E+13,2.67195E+13,2.33511E+13,1.85511E+13,1.20467E+13,4.99625E+12
S15,4.80133E+12,1.15999E+13,1.79479E+13,2.27257E+13,2.61393E+13,2.79444E+13,2.78618E+13,2.60024E+13,2.25507E+13,1.77035E+13,1.13885E+13,4.7199E+12
S16,4.39822E+12,1.06017E+13,1.63377E+13,2.0801E+13,2.46387E+13,2.65874E+13,2.65017E+13,2.45009E+13,2.06801E+13,1.62808E+13,1.05773E+13,4.37666E+12
S17,3.91145E+12,9.43782E+12,1.40775E+13,1.70114E+13,2.2332E+13,2.45044E+13,2.44168E+13,2.218E+13,1.68504E+13,1.38739E+13,9.28278E+12,3.85884E+12
S18,3.26124E+12,7.87982E+12,1.18508E+13,1.44584E+13,1.95624E+13,2.16073E+13,2.152E+13,1.93971E+13,1.42844E+13,1.17477E+13,7.83897E+12,3.23536E+12
S19,2.48287E+12,6.10461E+12,9.83312E+12,1.31115E+13,1.63168E+13,1.78576E+13,1.77752E+13,1.6143E+13,1.28779E+13,9.6428E+12,6.00347E+12,2.44865E+12
S20,1.51405E+12,3.79922E+12,6.6863E+12,9.50103E+12,1.16702E+13,1.26964E+13,1.26305E+13,1.15314E+13,9.3219E+12,6.57305E+12,3.7617E+12,1.50215E+12
T04,1.6135E+12,4.01497E+12,6.83789E+12,9.50054E+12,1.16806E+13,1.2706E+13,1.26369E+13,1.14569E+13,9.07553E+12,6.53719E+12,3.86867E+12,1.55563E+12
T05,2.50152E+12,6.1347E+12,9.87511E+12,1.30802E+13,1.61625E+13,1.76165E+13,1.7538E+13,1.59451E+13,1.27477E+13,9.63089E+12,6.00925E+12,2.44498E+12
T06,3.1924E+12,7.79635E+12,1.23021E+13,1.59657E+13,1.93641E+13,2.1003E+13,2.09266E+13,1.91782E+13,1.57013E+13,1.20248E+13,7.59913E+12,3.11531E+12
T07,3.71449E+12,9.03931E+12,1.43136E+13,1.86021E+13,2.19106E+13,2.3564E+13,2.34917E+13,2.17539E+13,1.84219E+13,1.41881E+13,8.96569E+12,3.67439E+12
T08,4.14022E+12,1.00763E+13,1.58765E+13,2.04314E+13,2.37164E+13,2.53873E+13,2.53181E+13,2.35714E+13,2.0238E+13,1.56366E+13,9.88155E+12,4.06503E+12
T09,4.39388E+12,1.06255E+13,1.65988E+13,2.12869E+13,2.47596E+13,2.65442E+13,2.64767E+13,2.46322E+13,2.11651E+13,1.6541E+13,1.05986E+13,4.37052E+12
T10,4.5823E+12,1.1025E+13,1.67638E+13,2.10946E+13,2.51142E+13,2.71556E+13,2.70945E+13,2.49929E+13,2.09385E+13,1.65486E+13,1.084E+13,4.51206E+12
T11,4.63483E+12,1.10352E+13,1.60383E+13,1.88699E+13,2.49107E+13,2.73536E+13,2.73007E+13,2.48097E+13,1.87818E+13,1.60093E+13,1.10203E+13,4.60886E+12
T12,4.64633E+12,1.11017E+13,1.61006E+13,1.88559E+13,2.48761E+13,2.73195E+13,2.72698E+13,2.47833E+13,1.87428E+13,1.59059E+13,1.09287E+13,4.5871E+12
T13,4.54066E+12,1.08999E+13,1.6609E+13,2.09784E+13,2.50063E+13,2.70527E+13,2.70082E+13,2.49226E+13,2.08994E+13,1.65844E+13,1.08921E+13,4.52425E+12
T14,4.39179E+12,1.06415E+13,1.65769E+13,2.11738E+13,2.46022E+13,2.63828E+13,2.63392E+13,2.45093E+13,2.10361E+13,1.63774E+13,1.04688E+13,4.3264E+12
T15,4.08196E+12,9.91466E+12,1.56607E+13,2.02297E+13,2.35129E+13,2.51849E+13,2.51361E+13,2.34163E+13,2.01335E+13,1.56198E+13,9.90002E+12,4.06553E+12
T16,3.68888E+12,8.99551E+12,1.42167E+13,1.84211E+13,2.16878E+13,2.33363E+13,2.32827E+13,2.15729E+13,1.82655E+13,1.40294E+13,8.85132E+12,3.63573E+12
T17,3.13048E+12,7.63393E+12,1.20817E+13,1.57455E+13,1.91315E+13,2.07686E+13,2.07101E+13,1.89981E+13,1.55872E+13,1.19922E+13,7.60556E+12,3.11459E+12
T18,2.45983E+12,6.04941E+12,9.73967E+12,1.28918E+13,1.59462E+13,1.73974E+13,1.73352E+13,1.57768E+13,1.263E+13,9.53873E+12,5.95569E+12,2.43069E+12
T19,1.56944E+12,3.90737E+12,6.6828E+12,9.33004E+12,1.15069E+13,1.25345E+13,1.24782E+13,1.1328E+13,8.9997E+12,6.51802E+12,3.88207E+12,1.56445E+12
U05,1.48747E+12,3.71494E+12,6.40528E+12,8.89694E+12,1.07581E+13,1.16033E+13,1.15499E+13,1.05701E+13,8.53532E+12,6.13572E+12,3.57779E+12,1.43266E+12
U06,2.25945E+12,5.58846E+12,9.28511E+12,1.25108E+13,1.49065E+13,1.60442E+13,1.59893E+13,1.47499E+13,1.22758E+13,9.1007E+12,5.48546E+12,2.21252E+12
U07,2.8311E+12,6.97577E+12,1.13613E+13,1.50162E+13,1.7634E+13,1.89144E+13,1.88639E+13,1.7504E+13,1.48237E+13,1.11459E+13,6.81459E+12,2.76726E+12
U08,3.24425E+12,7.94652E+12,1.28147E+13,1.67876E+13,1.95896E+13,2.09871E+13,2.09396E+13,1.94798E+13,1.66552E+13,1.27183E+13,7.88545E+12,3.21043E+12
