Canal,Trozo_1,Trozo_2,Trozo_3,Trozo_4,Trozo_5,Trozo_6,Trozo_7,Trozo_8,Trozo_9,Trozo_10,Trozo_11,Trozo_12
U09,3.56335E+12,8.69498E+12,1.37806E+13,1.78414E+13,2.08694E+13,2.24173E+13,2.23708E+13,2.0766E+13,1.76947E+13,1.35888E+13,8.53516E+12,3.50122E+12
U10,3.72998E+12,9.01386E+12,1.39618E+13,1.7892E+13,2.14477E+13,2.32387E+13,2.31974E+13,2.13594E+13,1.77998E+13,1.39088E+13,8.98128E+12,3.70617E+12
U11,3.82748E+12,9.20403E+12,1.36061E+13,1.62818E+13,2.14348E+13,2.35502E+13,2.35163E+13,2.13577E+13,1.61834E+13,1.34463E+13,9.06452E+12,3.77899E+12
U12,3.81036E+12,9.13309E+12,1.3524E+13,1.62447E+13,2.14046E+13,2.35236E+13,2.3493E+13,2.13411E+13,1.618E+13,1.34975E+13,9.11659E+12,3.7886E+12
U13,3.73068E+12,9.03361E+12,1.39632E+13,1.78354E+13,2.13659E+13,2.31582E+13,2.31327E+13,2.13048E+13,1.77385E+13,1.38176E+13,8.9071E+12,3.68344E+12
U14,3.52067E+12,8.5756E+12,1.36267E+13,1.77085E+13,2.0741E+13,2.22931E+13,2.22685E+13,2.06822E+13,1.76451E+13,1.36045E+13,8.5707E+12,3.51028E+12
U15,3.22634E+12,7.9188E+12,1.27496E+13,1.66607E+13,1.9437E+13,2.08349E+13,2.08053E+13,1.93653E+13,1.65548E+13,1.26123E+13,7.80976E+12,3.18664E+12
U16,2.78223E+12,6.8478E+12,1.11878E+13,1.48452E+13,1.74635E+13,1.87475E+13,1.87127E+13,1.73795E+13,1.47463E+13,1.11349E+13,6.83228E+12,2.77215E+12
U17,2.22718E+12,5.52262E+12,9.1775E+12,1.23589E+13,1.47397E+13,1.58796E+13,1.58393E+13,1.46264E+13,1.21879E+13,9.0329E+12,5.44786E+12,2.20351E+12
U18,1.44709E+12,3.61773E+12,6.26835E+12,8.75212E+12,1.06182E+13,1.14695E+13,1.14282E+13,1.04745E+13,8.48611E+12,6.13535E+12,3.60186E+12,1.44585E+12
V06,1.18204E+12,2.96614E+12,5.30852E+12,7.55846E+12,8.98571E+12,9.60954E+12,9.57787E+12,8.89141E+12,7.41038E+12,5.17373E+12,2.88481E+12,1.14806E+12
V07,1.72886E+12,4.29829E+12,7.3168E+12,1.00601E+13,1.18595E+13,1.27037E+13,1.26712E+13,1.17733E+13,9.93878E+12,7.21033E+12,4.23003E+12,1.69797E+12
V08,2.14672E+12,5.31628E+12,8.82714E+12,1.17661E+13,1.37418E+13,1.47287E+13,1.46968E+13,1.36611E+13,1.16423E+13,8.67527E+12,5.1953E+12,2.09799E+12
V09,2.50827E+12,6.16497E+12,1.0065E+13,1.32694E+13,1.55185E+13,1.66745E+13,1.66406E+13,1.54424E+13,1.31733E+13,9.98508E+12,6.10806E+12,2.47768E+12
V10,2.72495E+12,6.65681E+12,1.05938E+13,1.38107E+13,1.63769E+13,1.76932E+13,1.76618E+13,1.63062E+13,1.37106E+13,1.04601E+13,6.54461E+12,2.68135E+12
V11,2.80312E+12,6.7902E+12,1.05569E+13,1.3573E+13,1.65859E+13,1.80513E+13,1.80272E+13,1.65303E+13,1.35104E+13,1.05167E+13,6.76319E+12,2.78423E+12
V12,2.80766E+12,6.81537E+12,1.05786E+13,1.35625E+13,1.65637E+13,1.80305E+13,1.80127E+13,1.65194E+13,1.34924E+13,1.04734E+13,6.72518E+12,2.77448E+12
V13,2.70015E+12,6.58555E+12,1.05051E+13,1.37408E+13,1.6311E+13,1.76329E+13,1.76207E+13,1.6277E+13,1.36983E+13,1.04871E+13,6.57907E+12,2.69153E+12
V14,2.49245E+12,6.14003E+12,1.00179E+13,1.31878E+13,1.54261E+13,1.65861E+13,1.65742E+13,1.53902E+13,1.31307E+13,9.9391E+12,6.07797E+12,2.47144E+12
V15,2.10984E+12,5.2212E+12,8.70277E+12,1.16512E+13,1.36348E+13,1.4628E+13,1.46117E+13,1.35951E+13,1.16099E+13,8.69101E+12,5.22684E+12,2.10965E+12
V16,1.70803E+12,4.25375E+12,7.24336E+12,9.95829E+12,1.17505E+13,1.25982E+13,1.25781E+13,1.1698E+13,9.88586E+12,7.17278E+12,4.21066E+12,1.69335E+12
V17,1.1568E+12,2.90778E+12,5.22166E+12,7.45831E+12,8.88785E+12,9.51701E+12,9.4951E+12,8.8263E+12,7.37452E+12,5.16637E+12,2.89299E+12,1.15399E+12
W09,1.32245E+12,3.30533E+12,5.73238E+12,7.73809E+12,8.94111E+12,9.62622E+12,9.60327E+12,8.89014E+12,7.65737E+12,5.62561E+12,3.21854E+12,1.28671E+12
W10,1.58832E+12,3.92482E+12,6.58302E+12,8.88605E+12,1.03937E+13,1.11952E+13,1.11687E+13,1.03434E+13,8.82779E+12,6.53268E+12,3.8903E+12,1.57095E+12
W11,1.68221E+12,4.13142E+12,6.74849E+12,9.02759E+12,1.06735E+13,1.14942E+13,1.14756E+13,1.06331E+13,8.9693E+12,6.67056E+12,4.06719E+12,1.65693E+12
W12,1.67146E+12,4.10046E+12,6.71302E+12,9.00531E+12,1.0654E+13,1.14771E+13,1.14719E+13,1.06332E+13,8.97478E+12,6.69374E+12,4.09111E+12,1.66493E+12
W13,1.58259E+12,3.91689E+12,6.56502E+12,8.85016E+12,1.03475E+13,1.11517E+13,1.11536E+13,1.03349E+13,8.81635E+12,6.51582E+12,3.87845E+12,1.56883E+12
W14,1.29532E+12,3.23847E+12,5.64962E+12,7.66944E+12,8.88323E+12,9.57502E+12,9.57437E+12,8.87371E+12,7.66158E+12,5.66128E+12,3.25936E+12,1.30366E+12
