********************************************************************************
Filename: J:\AFCIS_DATA\E1 24\E1 24 O07\E1 24 O07 GA\E1 24 O07 DWS M02.fccp
Collected: 2024/08/17 07:25:53
"Report Created: 2024/10/22 14:30:41"
"Channels: Diameter (1)"
"Axial Range: 2000.00 to 9000.00"
"Rotational Range: ALL"
"Z Range: 103.0000 to 108.0000"
"Percentiles: 0.0 to 100.0"
"Threshold: -10000000.0000 to 10000000.0000"
"Channel: Diameter (1) "
"Axial Offset: 20.40"
"Rotational Offset: 90.00"
"EU Offset: 792061.554197"
"EU Divisor: -7406.579502"
Axial,Minimum,Maximum,Mean
2205.9498,104.0555,104.4423,104.2048
2214.8500,104.4450,104.9720,104.7424
2223.9500,104.7361,104.8979,104.7774
2233.0499,104.7679,104.8918,104.8410
2242.1500,104.8072,104.9433,104.8468
2251.2000,104.9433,107.4720,106.3311
2260.1500,105.2014,107.1183,105.8479
2269.1500,105.1014,105.2154,105.1486
2278.2000,104.9900,105.1211,105.0487
2287.2501,104.9217,105.0004,104.9612
2296.3500,104.9023,104.9511,104.9301
2305.4500,104.9175,105.0220,104.9664
2314.5499,104.9634,105.0155,104.9931
2323.6998,104.9254,105.0506,105.0148
2332.8500,103.6934,104.9423,104.3130
2341.9500,103.7153,103.8074,103.7677
2351.1002,103.7733,103.8780,103.8254
2360.2501,103.8187,103.9278,103.8737
2369.3500,103.8384,103.9528,103.8948
2378.4500,103.8365,103.9610,103.8989
2387.5001,103.8278,103.9657,103.8975
2396.5499,103.8228,103.9684,103.8950
2405.6000,103.8194,103.9717,103.8920
2414.6500,103.8218,103.9714,103.8888
2423.7000,103.8270,103.9686,103.8854
2432.7000,103.8346,103.9597,103.8813
2441.7000,103.8364,103.9444,103.8772
2450.7000,103.8292,103.9285,103.8749
2459.6002,103.8233,103.9153,103.8746
2466.1002,103.8228,103.9153,103.8752
2468.2999,103.8214,103.9162,103.8788
2468.4000,103.8210,103.9165,103.8787
2468.4500,103.8195,103.9162,103.8783
2472.4500,103.8203,103.9174,103.8802
2480.9500,103.8215,103.9236,103.8850
2490.0499,103.8299,103.9297,103.8929
2499.1000,103.8502,103.9358,103.9035
2508.1500,103.8683,103.9458,103.9146
2517.2000,103.8886,103.9521,103.9255
2526.2000,103.9084,103.9589,103.9362
2535.2000,103.9254,103.9645,103.9463
2544.2501,103.9420,103.9738,103.9567
2553.2999,103.9443,103.9913,103.9670
2562.2999,103.9473,104.0117,103.9776
2571.2999,103.9508,104.0303,103.9892
2580.2999,103.9544,104.0481,104.0003
2589.2999,103.9609,104.0646,104.0113
2598.2999,103.9547,104.0800,104.0221
2607.3500,103.9703,104.0962,104.0328
2616.4500,103.9782,104.1109,104.0435
2625.5499,103.9838,104.1230,104.0536
2634.6500,103.9903,104.1363,104.0634
2643.7501,103.9991,104.1467,104.0723
2652.8500,104.0025,104.1553,104.0796
2661.9500,104.0044,104.1614,104.0849
2671.0499,104.0096,104.1673,104.0888
2680.1500,104.0160,104.1683,104.0914
2689.2501,104.0270,104.1629,104.0927
2698.3500,104.0423,104.1500,104.0931
2707.4000,104.0573,104.1336,104.0923
2716.4500,104.0712,104.1186,104.0918
2725.5001,104.0689,104.1079,104.0913
2734.5001,104.0612,104.1097,104.0915
2743.5499,104.0609,104.1159,104.0931
2752.6000,104.0727,104.1233,104.0957
2761.6000,104.0748,104.1256,104.0983
2770.6000,104.0747,104.1294,104.1012
