********************************************************************************
Filename: J:\AFCIS_DATA\E1 24\E1 24 O13\E1 24 O13 GA\E1 24 O13 DWS M02.fccp
Collected: 2024/08/16 21:30:47
"Report Created: 2024/10/22 14:36:47"
"Channels: Diameter (1)"
"Axial Range: 2000.00 to 9000.00"
"Rotational Range: ALL"
"Z Range: 103.0000 to 108.0000"
"Percentiles: 1.0 to 97.0"
"Threshold: -10000000.0000 to 10000000.0000"
"Channel: Diameter (1) "
"Axial Offset: 20.40"
"Rotational Offset: 90.00"
"EU Offset: 794771.348376"
"EU Divisor: -7430.619992"
Axial,Minimum,Maximum,Mean
3932.1998,104.6391,104.6952,104.6611
3941.4498,104.6301,104.6882,104.6556
3950.6998,104.6124,104.6752,104.6449
3959.9000,104.5916,104.6726,104.6280
3969.1500,104.5695,104.6458,104.6100
3978.4000,104.5619,104.6417,104.6007
3987.6002,104.5652,104.6442,104.6083
3996.8502,104.5789,104.6660,104.6273
4006.2000,104.6021,104.6901,104.6486
4015.5499,104.6213,104.6995,104.6642
4024.9000,104.6371,104.7111,104.6753
4034.2501,104.6425,104.7321,104.6845
4043.3500,104.6451,104.7220,104.6861
4052.5001,104.6497,104.7263,104.6902
4061.9500,104.6543,104.7356,104.6931
4071.6500,104.6590,104.7311,104.6960
4081.2999,104.6668,104.7414,104.7002
4090.6500,104.6722,104.7384,104.7035
4099.9498,104.6765,104.7349,104.7068
4109.2999,104.6857,104.7408,104.7102
4118.6500,104.6909,104.7454,104.7159
4127.9498,104.6955,104.7555,104.7203
4137.2501,104.6998,104.7504,104.7249
4146.6002,104.6992,104.7637,104.7291
4155.9498,104.7044,104.7589,104.7328
4165.2501,104.7088,104.7687,104.7368
4174.5499,104.7123,104.7699,104.7420
4183.7999,104.7111,104.7822,104.7439
4193.0499,104.7067,104.7792,104.7459
4202.2999,104.7174,104.7765,104.7459
4211.5499,104.7220,104.7739,104.7483
4220.7999,104.7209,104.7826,104.7521
4230.0499,104.7213,104.7761,104.7521
4239.3502,104.7200,104.7729,104.7499
4248.6500,104.7161,104.7700,104.7454
4257.9000,104.7103,104.7707,104.7421
4267.1500,104.7083,104.7726,104.7395
4276.4000,104.7072,104.7743,104.7403
4285.6002,104.7011,104.7710,104.7379
4294.8502,104.7040,104.7803,104.7401
4304.1998,104.7065,104.7787,104.7413
4313.6998,104.7058,104.7773,104.7410
4323.2501,104.7081,104.7867,104.7451
4332.8004,104.7088,104.7826,104.7471
4342.4000,104.7130,104.7804,104.7485
4351.9498,104.7137,104.7801,104.7499
4361.4996,104.7127,104.7824,104.7508
4371.1002,104.7104,104.7917,104.7550
4380.6500,104.7229,104.7952,104.7578
4390.1998,104.7279,104.7869,104.7597
4399.7501,104.7340,104.7893,104.7624
4408.9000,104.7224,104.7855,104.7569
4418.1002,104.7181,104.7764,104.7415
4427.8502,104.7458,104.7949,104.7655
4437.9000,104.7353,104.7892,104.7592
4447.8502,104.7161,104.7680,104.7434
4457.4498,104.6966,104.7527,104.7239
4466.9498,104.6787,104.7459,104.7061
4476.4498,104.6727,104.7345,104.6967
4485.9498,104.6768,104.7550,104.7072
4495.4498,104.6979,104.7629,104.7257
4504.9498,104.7190,104.7687,104.7420
4514.4498,104.7349,104.7887,104.7573
4523.9498,104.7430,104.7994,104.7655
4533.4996,104.7499,104.7988,104.7696
4543.0499,104.7556,104.7956,104.7707
4552.6002,104.7597,104.7970,104.7722
4562.1500,104.7617,104.8115,104.7787
4571.6002,104.7633,104.8010,104.7788
4580.9996,104.7672,104.8023,104.7821
4590.4000,104.7690,104.8114,104.7868
4599.8004,104.7713,104.8157,104.7910
4609.1500,104.7731,104.8145,104.7936
4618.4996,104.7749,104.8430,104.7992
4627.9000,104.7753,104.8221,104.7990
4637.3004,104.7722,104.8299,104.8003
4646.7501,104.7715,104.8423,104.8041
4656.1998,104.7735,104.8454,104.8085
4665.6002,104.7700,104.8590,104.8117
4674.9498,104.7733,104.8519,104.8137
4684.2501,104.7723,104.8598,104.8149
4693.5499,104.7760,104.8599,104.8168
4702.9000,104.7809,104.8587,104.8221
4712.3004,104.7892,104.8717,104.8308
4721.6998,104.7972,104.8782,104.8363
4731.1002,104.7982,104.8702,104.8383
4740.4996,104.7951,104.8943,104.8401
4749.9498,104.7933,104.8898,104.8381
4759.4000,104.7955,104.8889,104.8424
4768.7501,104.7952,104.8873,104.8432
4778.1002,104.7983,104.8878,104.8482
4787.4996,104.7999,104.8965,104.8484
4796.9000,104.8023,104.8943,104.8522
4806.3004,104.8003,104.8995,104.8553
4815.6998,104.8009,104.9053,104.8589
4825.1998,104.7976,104.9096,104.8615
4834.7501,104.7997,104.9255,104.8642
4844.2501,104.7971,104.9251,104.8676
4853.8004,104.7964,104.9426,104.8729
4863.4000,104.7928,104.9467,104.8767
4872.9000,104.7892,104.9576,104.8790
4882.3004,104.7799,104.9614,104.8806
4891.6998,104.7684,104.9769,104.8855
4901.0499,104.7501,104.9758,104.8805
4910.3502,104.7438,104.9788,104.8792
4919.6500,104.7583,104.9749,104.8847
4928.9498,104.7882,104.9646,104.8853
4938.2501,104.7913,104.9572,104.8784
4947.5499,104.7792,104.9342,104.8602
4956.7999,104.7626,104.9111,104.8397
4966.0001,104.7562,104.8862,104.8232
4975.1998,104.7618,104.8765,104.8217
4984.4498,104.7776,104.8965,104.8407
4993.6998,104.8100,104.9153,104.8672
5002.9498,104.8427,104.9278,104.8892
5012.3004,104.8715,104.9423,104.9078
5021.6998,104.8874,104.9492,104.9181
5031.1002,104.8984,104.9525,104.9239
5040.4996,104.9015,104.9541,104.9280
5049.9000,104.9065,104.9656,104.9342
5059.3502,104.9132,104.9676,104.9379
5068.7501,104.9150,104.9734,104.9424
5078.1002,104.9200,104.9687,104.9453
5087.4996,104.9235,104.9770,104.9478
5096.8502,104.9270,104.9733,104.9510
5106.1998,104.9283,104.9855,104.9528
5115.5499,104.9294,104.9731,104.9518
5124.9000,104.9323,104.9782,104.9535
5134.3004,104.9345,104.9847,104.9539
5143.7501,104.9366,104.9781,104.9544
5153.1998,104.9375,104.9824,104.9590
5162.6002,104.9352,104.9868,104.9611
5171.9498,104.9375,104.9858,104.9631
5181.2501,104.9383,105.0046,104.9672
5190.5001,104.9377,105.0053,104.9675
5199.7501,104.9372,105.0000,104.9694
5209.0001,104.9428,105.0025,104.9746
5218.2501,104.9471,105.0191,104.9801
5227.5499,104.9459,105.0085,104.9764
5236.8502,104.9384,105.0060,104.9714
5246.1500,104.9358,104.9976,104.9640
5255.4498,104.9349,104.9983,104.9618
5264.7501,104.9342,104.9951,104.9625
5274.0499,104.9393,104.9885,104.9629
5283.2999,104.9439,104.9941,104.9661
5292.5001,104.9480,104.9930,104.9699
5301.7501,104.9508,104.9972,104.9725
5311.0001,104.9555,105.0027,104.9758
5320.2501,104.9560,105.0090,104.9761
5329.5499,104.9570,105.0065,104.9765
5338.8502,104.9543,105.0085,104.9771
5348.1002,104.9585,104.9992,104.9759
5357.3502,104.9564,104.9998,104.9733
5366.6002,104.9552,105.0101,104.9720
5375.7999,104.9543,104.9887,104.9673
5385.0001,104.9519,105.0011,104.9674
5394.1998,104.9498,104.9885,104.9639
5403.4000,104.9478,104.9856,104.9633
5412.6002,104.9453,104.9911,104.9667
5421.7999,104.9375,105.0119,104.9673
5431.0499,104.9311,104.9871,104.9587
5440.3502,104.9166,104.9718,104.9433
5449.6500,104.8944,104.9540,104.9237
5458.9000,104.8823,104.9323,104.9043
5468.1002,104.8812,104.9365,104.8968
5477.2999,104.8871,104.9508,104.9109
5486.5001,104.9099,104.9688,104.9342
5495.6998,104.9379,104.9969,104.9622
5504.9000,104.9624,105.0213,104.9838
5514.1002,104.9773,105.0295,104.9996
5523.2496,104.9920,105.0505,105.0114
5532.4498,105.0014,105.0455,105.0187
5541.6998,105.0084,105.0544,105.0246
5550.9498,105.0104,105.0782,105.0338
5560.1998,105.0193,105.0658,105.0390
5569.3502,105.0263,105.0732,105.0472
5578.5001,105.0334,105.0811,105.0539
5587.6500,105.0397,105.0893,105.0591
5596.7496,105.0449,105.0881,105.0635
5605.9000,105.0497,105.0988,105.0670
5615.0504,105.0525,105.0941,105.0685
5624.1998,105.0537,105.1039,105.0695
5633.4000,105.0536,105.1022,105.0680
5642.6002,105.0549,105.0876,105.0671
5651.7999,105.0556,105.0945,105.0682
5661.0001,105.0556,105.0968,105.0702
5670.1500,105.0576,105.0952,105.0722
5679.2496,105.0580,105.1023,105.0750
5688.3502,105.0592,105.1109,105.0789
5697.4498,105.0640,105.1138,105.0869
5706.5504,105.0753,105.1423,105.0994
5715.6998,105.0827,105.1450,105.1089
5724.8502,105.0837,105.1487,105.1106
5733.9498,105.0782,105.1321,105.1037
5743.0504,105.0758,105.1420,105.1020
5752.1500,105.0724,105.1303,105.0991
5761.2496,105.0723,105.1409,105.1018
5770.2999,105.0714,105.1381,105.1015
5779.2999,105.0677,105.1385,105.1032
5788.2999,105.0641,105.1412,105.1032
5797.3502,105.0644,105.1545,105.1052
5806.4000,105.0661,105.1496,105.1047
5815.4000,105.0664,105.1514,105.1069
5824.4498,105.0621,105.1561,105.1073
5833.5504,105.0595,105.1565,105.1094
5842.6500,105.0557,105.1596,105.1098
5851.7496,105.0528,105.1700,105.1094
5860.8502,105.0474,105.1785,105.1109
5869.9498,105.0387,105.1766,105.1117
5879.0001,105.0352,105.1876,105.1116
5888.0504,105.0318,105.1914,105.1128
5897.1002,105.0296,105.1886,105.1140
5906.1002,105.0298,105.1941,105.1180
5915.1500,105.0279,105.1973,105.1199
5924.1998,104.9957,105.2003,105.1095
5933.2496,104.9498,105.1897,105.0873
5942.2999,104.9295,105.1757,105.0635
5951.2999,104.9307,105.1412,105.0450
5960.2999,104.9334,105.1144,105.0296
5969.2999,104.9416,105.1125,105.0272
5978.2999,104.9689,105.1712,105.0507
5987.2496,104.9921,105.1382,105.0681
5996.1998,105.0228,105.1508,105.0885
6005.1500,105.0490,105.1552,105.1047
6014.1002,105.0680,105.1621,105.1139
6023.0504,105.0794,105.1740,105.1207
6031.9498,105.0797,105.1871,105.1261
6037.6500,105.0816,105.2285,105.1310
6038.9000,105.0798,105.4308,105.1378
6039.0001,105.0832,105.1661,105.1261
6039.1002,105.0848,105.1806,105.1293
6040.1998,105.0835,105.1793,105.1272
6045.7999,105.0821,105.1922,105.1276
6054.7999,105.0807,105.1806,105.1296
6063.7496,105.0850,105.1738,105.1304
6072.6998,105.0868,105.1700,105.1306
6081.6002,105.0878,105.1793,105.1332
6090.4498,105.0895,105.1703,105.1326
6099.3502,105.0902,105.1742,105.1333
6108.2496,105.0911,105.1732,105.1334
6117.1998,105.0975,105.1728,105.1322
6126.1500,105.0960,105.1763,105.1310
6135.0504,105.0980,105.1699,105.1290
6144.0001,105.0967,105.1525,105.1251
6153.0001,105.1015,105.1638,105.1255
6161.9498,105.1014,105.1535,105.1240
6170.8502,105.1029,105.1536,105.1248
6179.7496,105.1007,105.1634,105.1248
6188.6500,105.1019,105.1553,105.1254
6197.5504,105.1045,105.1623,105.1303
6206.4000,105.1105,105.1771,105.1370
6215.2496,105.1150,105.1792,105.1373
6224.1998,105.1086,105.1699,105.1343
6233.1998,105.0992,105.1610,105.1290
6242.1500,105.0961,105.1715,105.1259
6251.1002,105.0928,105.1744,105.1265
6260.1002,105.0926,105.1858,105.1294
6269.0504,105.0929,105.1645,105.1274
6277.9498,105.0929,105.1462,105.1227
6286.8502,105.0938,105.1467,105.1234
6295.7496,105.0949,105.1454,105.1237
6304.6500,105.0956,105.1450,105.1244
6313.5504,105.0977,105.1454,105.1252
6322.4498,105.1016,105.1444,105.1262
6331.3502,105.1072,105.1432,105.1272
6340.2999,105.1116,105.1436,105.1293
6349.2999,105.1158,105.1454,105.1317
6358.2999,105.1206,105.1469,105.1340
6367.2496,105.1187,105.1501,105.1358
6376.1500,105.1265,105.1531,105.1385
6385.0504,105.1264,105.1564,105.1410
6393.9000,105.1259,105.1598,105.1435
6402.7496,105.1230,105.1641,105.1459
6411.6500,105.1199,105.1649,105.1450
